Customer_ID,Name,Email,Phone,Address,City,State,Zipcode,Country,Age,Gender,Income,Customer_Segment
38085,Barry Suarez,Mary49@gmail.com,8418125085,467 Jones Ferry Apt. 360,Fort Worth,New Mexico,4969,USA,19,Male,Medium,New
54235,Emily Mccullough,Julie84@gmail.com,1654744308,064 Brenda Village Suite 433,Fort Worth,New Mexico,39988,USA,19,Male,Medium,New
71431,Karen Smith,Patrick8@gmail.com,7337107090,7582 Sarah Glens,Fort Worth,New Mexico,69483,USA,19,Female,Medium,New
15029,Robert Hopkins,Elizabeth59@gmail.com,1685140871,12522 Jones Rapids,Fort Worth,New Mexico,40682,USA,19,Male,Medium,New
73242,Jackie Silva,Chris77@gmail.com,9212194805,480 Watson Cliffs,Fort Worth,New Mexico,98774,USA,19,Female,Medium,New
29301,Kyle Robinson,Glenn94@gmail.com,3575440902,5308 Moses Ridges Apt. 653,Fort Worth,New Mexico,96755,USA,19,Male,Medium,New
63784,Sean Lopez,Bradley12@gmail.com,9379139768,10523 Williams Circles,Fort Worth,New Mexico,99776,USA,19,Female,Medium,New
64624,Luis Carey,Sean17@gmail.com,5182106199,5076 Snyder Shores Apt. 298,Fort Worth,New Mexico,96926,USA,19,Male,Medium,New
62410,Joe Perry,Valerie63@gmail.com,5893038137,817 Porter Corner Apt. 583,Fort Worth,New Mexico,58214,USA,19,Male,Medium,New
14138,Tyler Jones,Kevin40@gmail.com,7387359959,054 Thomas Crossroad,Fort Worth,New Mexico,44267,USA,19,Female,Medium,New
30690,Matthew Myers,Kevin20@gmail.com,7607071437,774 Bowman Circles Suite 942,Fort Worth,New Mexico,65352,USA,19,Male,Medium,New
54408,Elizabeth Sanchez,Steve43@gmail.com,2050764419,2513 Yvonne Roads Suite 116,Fort Worth,New Mexico,84577,USA,19,Female,Medium,New
47114,Julia Gould,Denise62@gmail.com,2671295317,05753 Amanda Ville,Fort Worth,New Mexico,85047,USA,19,Male,Medium,New
47054,Cassandra Black,Mark44@gmail.com,8273648426,88025 Rachel Track Suite 842,Fort Worth,New Mexico,83654,USA,19,Male,Medium,New
87186,Melissa Coffey,Elijah12@gmail.com,7798190528,777 Horn Neck Apt. 611,Fort Worth,New Mexico,34373,USA,19,Male,Medium,New
38349,Michael Barton,Christine92@gmail.com,7970856471,736 John Lane,Fort Worth,New Mexico,40782,USA,19,Male,Medium,New
93748,Crystal Barry,Ronald61@gmail.com,6985333936,2569 Holt Islands,Fort Worth,New Mexico,21197,USA,19,Male,Medium,New
72418,Jennifer Obrien,Jason84@gmail.com,7860461927,619 Wilson Tunnel,Fort Worth,New Mexico,33341,USA,19,Male,Medium,New
21818,Nicole Holland,Carlos95@gmail.com,4634944206,444 Denise Forges Apt. 344,Fort Worth,New Mexico,5502,USA,19,Female,Medium,New
57034,Nicholas Rodriguez,Leslie71@gmail.com,2276789563,6296 Trevino Crescent Suite 572,Fort Worth,New Mexico,31527,USA,19,Male,Medium,New
98706,Denise Jones,Jacob87@gmail.com,4632222166,866 James Mill,Fort Worth,New Mexico,88115,USA,19,Male,Medium,New
96732,Seth Rodriguez,Christian16@gmail.com,6893107952,133 Davis Hill,Fort Worth,New Mexico,62960,USA,19,Male,Medium,New
29507,Mrs. Carly Bean DDS,Mark94@gmail.com,1281260410,957 Rojas Garden,Fort Worth,New Mexico,73804,USA,19,Male,Medium,New
45821,April Gonzalez,Katherine19@gmail.com,6484441493,0304 Bennett Camp Suite 464,Fort Worth,New Mexico,61513,USA,19,Female,Medium,New
96172,Stanley Salazar,Heather69@gmail.com,6303025784,9552 Megan Pines,Fort Worth,New Mexico,17705,USA,19,Female,Medium,New
19826,Christopher Steele,John89@gmail.com,4592277840,3585 Stewart Groves Apt. 796,Fort Worth,New Mexico,71413,USA,19,Male,Medium,New
51394,Mark Carpenter,Valerie16@gmail.com,2076875480,146 Hurst River Suite 383,Fort Worth,New Mexico,2973,USA,19,Female,Medium,New
58765,Laura Martin,Scott39@gmail.com,7309804965,5044 William Tunnel Apt. 243,Fort Worth,New Mexico,88272,USA,19,Female,Medium,New
81276,Jesse Bates,Kirk65@gmail.com,6161599241,31394 Owen Parks,Fort Worth,New Mexico,41171,USA,19,Female,Medium,New
34871,Ricardo Hall,Charles92@gmail.com,8886682806,3265 Maurice Grove,Fort Worth,New Mexico,35935,USA,19,Female,Medium,New
54056,Logan Lee,Elizabeth51@gmail.com,8644657418,258 Steven Prairie,Fort Worth,New Mexico,2822,USA,19,Female,Medium,New
93957,Lori Willis,Brittany90@gmail.com,4136797003,3393 Mitchell Harbors,Fort Worth,New Mexico,95420,USA,19,Male,Medium,New
86650,Deanna Love,Debra13@gmail.com,4308687967,91557 Lee Gateway Suite 644,Fort Worth,New Mexico,61047,USA,19,Female,Medium,New
47692,Terrance Shah,Kelsey57@gmail.com,7370040874,345 Garcia Fork Apt. 343,Fort Worth,New Mexico,56887,USA,19,Male,Medium,New
26097,Jay Cohen,Amy87@gmail.com,7827791599,16656 Jose Mountain,Fort Worth,New Mexico,39004,USA,19,Male,Medium,New
20781,Gregory Hart,Jill65@gmail.com,1415793400,736 Mueller Key,Fort Worth,New Mexico,88603,USA,19,Male,Medium,New
78620,Mary Byrd,Glenn37@gmail.com,4350121699,75533 Nolan Roads,Fort Worth,New Mexico,5459,USA,19,Female,Medium,New
77605,Denise Miller MD,Ronald77@gmail.com,1527552388,8361 Jason Dam,Fort Worth,New Mexico,99048,USA,19,Female,Medium,New
61705,Melissa Spencer,Christian20@gmail.com,8994732648,46074 Jennifer Orchard,Fort Worth,New Mexico,18954,USA,19,Male,Medium,New
15452,Mark Moses,Lisa35@gmail.com,8245510226,5304 Jeffrey Roads Apt. 342,Fort Worth,New Mexico,11254,USA,19,Male,Medium,New
21812,Kaitlyn Roach,Daniel10@gmail.com,1392317630,218 Stephens Cliffs Suite 928,Fort Worth,New Mexico,56583,USA,19,Female,Medium,New
84641,Alexander Morales,Nathan75@gmail.com,9018098293,36911 Jonathan Walks Apt. 325,Fort Worth,New Mexico,22154,USA,19,Female,Medium,New
89342,Jesus Wood,Tiffany67@gmail.com,7448901890,0882 Obrien Spring Suite 613,Fort Worth,New Mexico,97120,USA,19,Female,Medium,New
12993,Caitlin Cox,Cassandra86@gmail.com,3537149443,54446 Flores Via Suite 689,Fort Worth,New Mexico,3806,USA,19,Male,Medium,New
77108,Patricia Navarro,Gerald61@gmail.com,4208560762,99238 Larry Parks,Fort Worth,New Mexico,77374,USA,19,Male,Medium,New
45495,Connie Kelley,Benjamin69@gmail.com,9483230029,801 Nelson Light Apt. 352,Fort Worth,New Mexico,15448,USA,19,Male,Medium,New
31193,Brianna Gallagher,Carolyn30@gmail.com,9760297032,81091 Robinson Burg,Fort Worth,New Mexico,92204,USA,19,Male,Medium,New
36962,Mitchell Kelly,Curtis55@gmail.com,9950774154,790 Jacob Motorway,Fort Worth,New Mexico,53238,USA,19,Male,Medium,New
66464,Timothy Davis,Randy82@gmail.com,4547785498,26029 Moore Course Apt. 433,Fort Worth,New Mexico,29830,USA,19,Male,Medium,New
62774,Rebecca Miller,Allison81@gmail.com,7843537380,89472 Ross Street,Fort Worth,New Mexico,53381,USA,19,Male,Medium,New
98287,Aaron Gray MD,Karen72@gmail.com,6922408527,7599 Branch Rapid,Fort Worth,New Mexico,56839,USA,19,Male,Medium,New
58238,Jacob Stephens,Gregory96@gmail.com,4767369057,7066 Colleen Shore,Fort Worth,New Mexico,14084,USA,19,Male,Medium,New
23328,Richard Hernandez,Geoffrey14@gmail.com,4387952862,273 Munoz Light Apt. 584,Fort Worth,New Mexico,38414,USA,19,Male,Medium,New
22099,Elizabeth Vargas,Alex79@gmail.com,6596980570,18238 Jason Row Apt. 018,Fort Worth,New Mexico,88504,USA,19,Female,Medium,New
76785,Erin Brown,Jennifer77@gmail.com,4179347288,971 Johnson Pines Suite 729,Fort Worth,New Mexico,71703,USA,19,Male,Medium,New
38508,Scott Rodriguez,Tiffany39@gmail.com,4932442006,1315 Kelley Locks Suite 298,Fort Worth,New Mexico,76075,USA,19,Male,Medium,New
53476,Sandra Gray,Megan19@gmail.com,5609013663,2907 Powell Hollow,Fort Worth,New Mexico,36948,USA,19,Male,Medium,New
11287,Ashley Lindsey,Mark20@gmail.com,1004600736,53191 Gonzalez Unions Suite 804,Fort Worth,New Mexico,53810,USA,19,Male,Medium,New
69807,Michael Butler,Jacob89@gmail.com,4953472247,797 Thompson Burg,Fort Worth,New Mexico,5379,USA,19,Female,Medium,New
61901,Matthew Hendricks,Alison6@gmail.com,7366526175,76162 Jensen Shoal,Fort Worth,New Mexico,93242,USA,19,Female,Medium,New
90528,Travis Suarez,David78@gmail.com,1393131105,643 Nathan Ridge Suite 929,Fort Worth,New Mexico,25168,USA,19,Male,Medium,New
11609,Julia White,Gabrielle90@gmail.com,6124405697,786 Hughes Terrace Apt. 909,Fort Worth,New Mexico,88372,USA,19,Female,Medium,New
20714,Tara Deleon,Joshua41@gmail.com,2838427975,9959 Mahoney Motorway Suite 139,Fort Worth,New Mexico,65216,USA,19,Female,Medium,New
51393,Jaime Miller,Valerie1@gmail.com,5139862577,480 Robert Station,Fort Worth,New Mexico,32004,USA,19,Female,Medium,New
70229,Jacqueline Mason,Abigail70@gmail.com,3319661572,1107 Archer Mount Apt. 285,Fort Worth,New Mexico,57570,USA,19,Female,Medium,New
51935,Linda Underwood,Leon7@gmail.com,4879709104,92969 Howard Expressway,Fort Worth,New Mexico,29190,USA,19,Male,Medium,New
12920,Jennifer Robbins,Alexis48@gmail.com,7492120571,504 John Crest,Fort Worth,New Mexico,21802,USA,19,Female,Medium,New
27584,Joseph Lopez,Richard34@gmail.com,9347166872,8270 Olsen Village Suite 054,Fort Worth,New Mexico,19379,USA,19,Male,Medium,New
52504,Amanda Parker,Nicholas99@gmail.com,8192596597,767 Natalie Vista Apt. 788,Fort Worth,New Mexico,8206,USA,19,Female,Medium,New
88288,David Stephens,Kelly63@gmail.com,5032040989,701 Ewing Row,Fort Worth,New Mexico,11560,USA,19,Female,Medium,New
43984,James Hines,Veronica16@gmail.com,5118395001,302 Webster Pike Apt. 538,Fort Worth,New Mexico,35791,USA,19,Male,Medium,New
30044,Nicole Russell,David70@gmail.com,2913230563,128 Cabrera Vista,Fort Worth,New Mexico,36288,USA,19,Male,Medium,New
48145,Michael Winters,Cody11@gmail.com,4015918843,304 Christopher Radial Suite 527,Fort Worth,New Mexico,77819,USA,19,Male,Medium,New
65603,Courtney Adams,Amy33@gmail.com,2737680793,8427 Karen Locks Apt. 662,Fort Worth,New Mexico,47924,USA,19,Female,Medium,New
89453,Richard Williams,Kristine54@gmail.com,4374138912,5999 Karen Stream,Fort Worth,New Mexico,70916,USA,19,Male,Medium,New
77405,Keith Shepard,Heather76@gmail.com,8904896166,48079 Dominic Islands Suite 671,Fort Worth,New Mexico,5451,USA,19,Male,Medium,New
95469,Becky Roberts,Robert83@gmail.com,5383995234,333 Luke Via,Fort Worth,New Mexico,89589,USA,19,Male,Medium,New
90776,Mr. Derek Richardson,Patricia53@gmail.com,2589409373,526 Tyler Mall,Fort Worth,New Mexico,87059,USA,19,Female,Medium,New
61177,Caroline Chase,Kenneth56@gmail.com,1017866390,20949 Hill Avenue Suite 990,Fort Worth,New Mexico,47441,USA,19,Male,Medium,New
38471,Gary Griffith,Jason51@gmail.com,8102885122,6142 Mary Skyway,Fort Worth,New Mexico,37237,USA,19,Male,Medium,New
96104,Zachary Wolfe,Nicole39@gmail.com,1932036607,358 Mariah Well Suite 504,Fort Worth,New Mexico,60155,USA,19,Male,Medium,New
94342,Susan Weaver,Brian3@gmail.com,6356223046,82793 Lara Freeway,Fort Worth,New Mexico,59501,USA,19,Male,Medium,New
92720,Jessica Bishop,Daniel7@gmail.com,6398023636,134 Karl Ports,Fort Worth,New Mexico,45634,USA,19,Female,Medium,New
13937,Amanda Collins,Peter3@gmail.com,2008218152,716 Corey Stream,Fort Worth,New Mexico,86288,USA,19,Male,Medium,New
39082,Melissa Downs,Sandra39@gmail.com,6461771955,75750 James Branch,Fort Worth,New Mexico,96756,USA,19,Female,Medium,New
50172,Justin Holmes,Brian38@gmail.com,2174192784,66997 Hernandez Alley Apt. 376,Fort Worth,New Mexico,88297,USA,19,Male,Medium,New
11725,Angela Whitehead,Robin64@gmail.com,6327809902,20020 Butler Isle,Fort Worth,New Mexico,87431,USA,19,Male,Medium,New
69727,Stephanie Wright,Anthony61@gmail.com,6345838429,322 Ruiz Hollow Apt. 842,Fort Worth,New Mexico,46615,USA,19,Male,Medium,New
33848,Kristina Garcia,Steven74@gmail.com,3429766845,059 Oneal Shoals Suite 733,Fort Worth,New Mexico,29802,USA,19,Male,Medium,New
26940,William Harmon,Cassandra59@gmail.com,4916992358,5585 Jeffrey Drives,Fort Worth,New Mexico,4528,USA,19,Male,Medium,New
16936,Brianna Fry,Seth42@gmail.com,9622354955,44453 Lawrence Shoals,Fort Worth,New Mexico,12824,USA,19,Male,Medium,New
29948,Chad Green,Kimberly4@gmail.com,2131918830,6559 Anderson Creek Suite 964,Fort Worth,New Mexico,41838,USA,19,Female,Medium,New
79458,Keith Lee,Danielle32@gmail.com,7323009786,2801 Charles Manor Apt. 408,Fort Worth,New Mexico,79965,USA,19,Female,Medium,New
11566,Theodore Gomez,Michael19@gmail.com,1542227747,4658 Bradley Squares Suite 602,Fort Worth,New Mexico,84096,USA,19,Male,Medium,New
76560,Stephanie Smith,Jessica80@gmail.com,5338519928,51525 Maxwell Mill Apt. 879,Fort Worth,New Mexico,88338,USA,19,,Medium,New
40741,James Cannon,Jean40@gmail.com,7400842131,21721 Fox Junction Apt. 364,Fort Worth,New Mexico,65106,USA,19,Male,Medium,New
17888,Samantha Hamilton,Joseph48@gmail.com,9329139147,261 Robert Rest Suite 173,Fort Worth,New Mexico,82402,USA,19,Female,Medium,New
15342,Aaron Robinson,Emily37@gmail.com,1763175851,85430 Laurie View Apt. 851,Fort Worth,New Mexico,74909,USA,19,Female,Medium,New
62569,Darius Jones,Autumn37@gmail.com,7101410680,337 Carol Camp,Fort Worth,New Mexico,19492,USA,19,Male,Medium,New
39461,Michelle Johnson,Douglas23@gmail.com,3622424309,4729 Matthew Circles,Fort Worth,New Mexico,58253,USA,19,Male,Medium,New
65718,Joshua Hunt,Elaine22@gmail.com,3080726903,47580 Shawn Islands,Fort Worth,New Mexico,45355,USA,19,Female,Medium,New
11313,Joseph Tate,Joseph96@gmail.com,5575968191,5209 Anthony Square Suite 718,Fort Worth,New Mexico,52045,USA,19,Female,Medium,New
61875,Ryan King,Anthony33@gmail.com,3375391581,3896 Kennedy Lodge Apt. 968,Fort Worth,New Mexico,30409,USA,19,Male,Medium,New
28883,Grace Hardy,Francis41@gmail.com,8338162138,865 Stephen Cliff,Fort Worth,New Mexico,71936,USA,19,Male,Medium,New
57985,Kara Garcia,Robert83@gmail.com,2859599937,1837 Troy Square,Fort Worth,New Mexico,67846,USA,19,Male,Medium,New
25407,Michael Hanna,Angela6@gmail.com,7035033012,260 Stewart Port,Fort Worth,New Mexico,93687,USA,19,Female,Medium,New
